ID,item_cnt_month
264,0.12194386
265,0.67650664
266,0.061108768
267,0.1638889
268,0.4792275
269,0.26586598
270,1.1581948
271,0.16541815
272,0.12145889
273,1.0129087
274,13.009801
275,0.15143111
276,0.17277762
277,0.9589324
278,0.32275167
279,0.5597083
280,0.26103473
281,0.1450629
282,0.10642728
283,0.477675
284,0.40369284
285,0.2133421
286,0.099209666
287,0.7248751
288,0.16730228
289,0.22669196
290,0.0787459
291,0.11901167
292,0.42478642
293,0.1388902
294,0.5834992
295,1.0981213
296,0.4176625
297,0.3177041
298,0.5085531
299,0.40893215
300,0.17223948
301,0.7219039
302,0.91567564
303,0.52383715
304,0.096904844
305,0.05908808
306,0.25018156
307,0.19731626
308,0.17007512
309,0.7356809
310,0.6695055
311,0.507156
312,0.53175056
313,0.26107404
314,0.05031416
315,0.7782869
316,0.28328025
317,1.9229953
318,0.086984485
319,0.19639593
320,0.53587234
321,0.051391006
322,0.81146014
323,0.15758094
324,0.5522305
325,0.51810026
326,0.15841657
327,0.17797908
328,0.24366277
329,0.19625646
330,0.22471642
331,0.17420608
332,0.08030602
333,0.24517089
334,0.48650783
335,0.22317997
336,0.32609046
337,0.4862894
338,0.20481458
339,0.63134986
340,0.11544472
341,0.075065196
342,0.49920037
343,0.6767482
344,0.1450516
345,0.07360211
346,3.479122
347,2.745435
348,0.08379674
349,0.45607442
350,0.24447432
351,0.4732405
352,0.08220956
353,0.11376062
354,0.38434237
355,0.65508014
356,0.49939513
357,1.0358431
358,0.29435515
359,0.5424941
360,0.63713604
361,3.8936012
362,0.7674457
363,0.9331509
364,0.7255101
365,0.5062556
366,0.50672555
367,0.049999446
368,0.14901754
369,0.5452897
370,0.21654859
371,1.1567934
372,0.8369389
373,0.52711654
374,1.8926847
375,2.1777134
376,0.6724988
377,0.21917218
378,0.39714906
379,0.2267124
380,2.360139
381,0.44655842
382,0.42254466
383,0.29264694
384,1.4028064
385,0.24656713
386,0.48412293
387,0.99921703
388,0.1467785
389,0.045826912
390,0.060730368
391,0.27203614
392,0.10669735
393,0.5468176
394,0.21760103
395,0.023541778
396,2.1129146
397,0.8585956
398,0.09298307
399,0.29241925
400,0.5605972
401,0.31182545
402,2.2916079
403,2.6359644
404,0.72827196
405,0.14089942
406,0.35204995
407,0.08236694
408,0.21257463
409,4.3583016
410,0.42508352
411,1.502094
412,0.3704529
413,0.52254915
414,0.07122266
415,3.746592
416,1.6916928
417,4.3583016
418,2.5661523
419,0.42508352
420,0.48783657
421,2.5485125
422,0.37287173
423,0.77412796
424,0.2959454
425,0.30253148
426,4.3583016
427,0.82217884
428,0.91601276
429,0.2866521
430,0.8496082
431,0.58144444
432,0.05146852
433,0.12336066
434,0.1143083
435,0.9235223
436,0.061484724
437,0.7021439
438,0.35142857
439,0.34699398
440,0.15990394
441,0.25820664
442,0.5459431
443,0.17066097
444,0.35053515
445,0.6629743
446,0.35835606
447,0.30293527
448,0.31215048
449,0.47866157
450,0.2569669
451,0.2859208
452,0.24902165
453,0.23285595
454,0.46444947
455,0.2106559
456,0.48632663
457,0.030345887
458,1.3081369
459,0.86026245
460,18.5959
461,0.7917451
462,0.38204962
463,0.28441864
464,0.6368634
465,0.54949147
466,0.30760238
467,0.5329588
468,0.34462726
469,0.220804
470,0.29380983
471,0.2662279
472,0.06643891
473,0.03344226
474,0.7511396
475,0.8700425
476,0.06266457
477,0.111221224
478,0.007862747
479,0.28461763
480,0.20519876
481,0.20519876
482,0.1567401
483,0.21710086
484,0.7076152
485,0.44677943
486,0.63138926
487,0.31044695
488,0.19901934
489,2.680075
490,0.29728115
491,0.2033577
492,0.74018306
493,0.084676206
494,0.3002139
495,0.083703816
496,0.13313568
497,4.6422944
498,3.6548963
499,0.618359
500,4.316839
501,0.4884727
502,0.45669785
503,0.09204483
504,0.76716095
505,0.9325856
506,1.2109591
507,0.12520838
508,0.5923936
509,0.33442444
510,0.21802184
511,0.1427632
512,0.15020722
513,0.38657254
514,0.083550274
515,4.6422944
516,0.18741971
517,0.46588558
518,0.773237
519,0.5830633
520,0.56741524
521,0.2574033
522,0.82413983
523,0.8638152
524,0.17918766
525,0.7647538
526,0.1931242
527,0.15956068
528,0.024746686
529,0.049003452
530,1.0996261
531,0.40349686
532,0.12596971
533,0.106301725
534,0.010252655
535,0.062813014
536,4.3583016
537,0.12249687
538,0.23123479
539,0.2039803
540,0.92623305
541,4.3583016
542,0.14423177
543,0.22723386
544,0.13955978
545,0.07026568
546,0.23108175
547,0.1914052
548,0.21263647
549,0.08898607
550,0.15714702
551,0.4774415
552,0.6774896
553,0.19402596
554,0.04821351
555,0.44297138
556,0.157776
557,0.26983222
558,0.045268804
559,0.31430262
560,0.15921763
561,0.8935629
562,0.13551617
563,0.08254239
564,0.015241593
565,0.11986175
566,0.14303127
567,0.16269907
568,0.44571683
569,0.15312216
570,0.37036216
571,0.44240698
572,1.0535254
573,0.16243634
574,0.053729504
575,0.16999456
576,0.34119105
577,0.38657254
578,4.3808317
579,0.24283472
580,0.010966778
581,0.009968519
582,0.030705959
583,0.010966778
584,0.56770915
585,0.2060352
586,0.0866223
587,1.6223278
588,3.6679275
589,0.62159836
590,1.5147042
591,0.9096852
592,2.9134479
593,0.10698241
594,0.19673792
595,0.27740324
596,0.13866961
597,0.05012548
598,0.073004484
599,0.08189574
600,0.15427098
601,0.36424115
602,0.03478229
603,0.046536833
604,0.1275945
605,0.05782786
606,0.14994618
607,0.43896115
608,0.09794709
609,0.46145725
610,0.47133273
611,0.8320286
612,0.15714702
613,0.15714702
614,0.025372982
615,0.8717145
616,1.3593838
617,0.4766024
618,0.48783308
619,0.1212489
620,0.2566942
621,4.316839
622,1.2721901
623,0.571486
624,0.65572107
625,0.26089406
626,0.3317622
627,0.18928787
628,0.13601208
629,0.21610638
630,0.12199938
631,0.010879993
632,0.3004564
633,0.16351613
634,0.8727647
635,0.20641273
636,0.43869826
637,0.17874777
638,0.19231895
639,0.1456505
640,0.51646614
641,0.8956945
642,0.34785888
643,0.08058518
644,0.07413718
645,0.3751631
646,0.5469595
647,0.087391585
648,0.058234215
649,0.32583717
650,0.23274228
651,0.9804677
652,0.5798379
653,0.10773483
654,0.3915283
655,0.313325
656,0.8302814
657,0.07095021
658,0.044440866
659,0.11965522
660,0.42539617
661,0.22423783
662,0.009627491
663,0.85182416
664,0.0902085
665,0.451817
666,0.0993641
667,0.42508352
668,0.84960234
669,0.5471704
670,0.06183541
671,0.14150685
672,0.085445136
673,0.6059517
674,0.09161621
675,0.3434135
676,0.5739623
677,0.54173917
678,0.44096845
679,0.2627083
680,0.2672851
681,0.12338126
682,0.1365555
683,0.18262562
684,0.84960234
685,0.7415078
686,0.65091443
687,1.0028658
688,0.19737843
689,0.17420608
690,0.07500827
691,0.15179124
692,0.15213427
693,0.14951181
694,0.12160802
695,0.6133764
696,0.2000711
697,0.11986634
698,0.24694821
699,0.592057
700,2.1439128
701,0.2000711
702,1.4048609
703,1.2953583
704,0.05633828
705,0.37610275
706,0.08263892
707,0.12314966
708,0.33501428
709,2.0236154
710,0.4530508
711,0.35425
712,0.09314808
713,0.5162287
714,0.2987001
715,0.11745107
716,0.33984417
717,0.15494621
718,0.012755871
719,0.5066507
720,0.14076135
721,0.43173963
722,0.39044172
723,1.6163745
724,0.07729581
725,0.3350737
726,0.84153026
727,1.266283
728,0.2000711
729,1.2003187
730,0.08323145
731,0.09085387
732,1.2721744
733,0.47141898
734,1.4993529
735,0.13149512
736,0.51300097
737,0.32094705
738,0.1864633
739,0.17782915
740,0.16646424
741,0.12295768
742,0.13048029
743,0.80073357
744,0.7186039
745,0.596204
746,0.6028966
747,0.6214905
748,0.75306255
749,0.3366136
750,0.21244827
751,0.065148056
752,0.35879412
753,0.19329524
754,1.6330286
755,0.5685604
756,0.06664413
757,0.2515514
758,0.04827273
759,0.24799708
760,0.794824
761,0.40276754
762,0.27054614
763,1.8488945
764,0.23287582
765,0.28426117
766,0.1541768
767,0.53027827
768,0.6367451
769,0.48414344
770,0.7461921
771,0.03287047
772,0.77760196
773,0.31454653
774,0.29464054
775,0.22789714
776,0.52299005
777,0.5638645
778,0.057706714
779,0.26861203
780,0.2000711
781,1.5874937
782,0.7137504
783,0.8782712
784,0.2000711
785,2.1487706
786,2.245487
787,0.8975315
788,0.3886282
789,0.51870286
790,0.2000711
791,0.2000711
792,0.2000711
793,4.088074
794,0.2000711
795,0.4854719
796,0.6424343
797,1.4688885
798,0.2000711
799,1.8502531
800,0.19405031
801,0.104845434
802,0.5141759
803,0.5085531
804,0.087940335
805,0.07770321
806,0.47268397
807,0.16948345
808,0.42055553
809,0.02799511
810,0.52926695
811,0.51834023
812,0.4328503
813,0.17258191
814,0.06203586
815,0.3176424
816,0.29424614
817,0.4007587
818,0.5085531
819,0.1764105
820,0.3239956
821,0.11119521
822,0.23000023
823,0.4251644
824,0.15318546
825,0.11955583
826,0.19989744
827,0.40900487
828,0.072909355
829,0.2073454
830,1.1487916
831,0.13529128
832,0.06102261
833,0.40640903
834,0.63261545
835,0.19715515
836,0.27919692
837,0.55356765
838,0.44708097
839,0.06944761
840,0.054771543
841,0.15605906
842,0.09069857
843,0.21475837
844,0.51905257
845,0.10391098
846,0.08441287
847,0.31127897
848,0.19396529
849,0.1742923
850,0.16464928
851,0.21701393
852,0.44058293
853,0.21475837
854,0.3255329
855,0.4066217
856,0.5028425
857,0.6936561
858,0.4007587
859,0.36034214
860,0.15080589
861,0.16110659
862,0.5565358
863,0.34817386
864,0.46036726
865,0.7188051
866,0.48548466
867,0.1883378
868,0.8106971
869,0.12840188
870,0.39957517
871,0.15946451
872,0.13111162
873,0.43873402
874,0.49975562
875,0.77362823
876,0.2804416
877,0.14652094
878,0.31466323
879,0.47223443
880,0.14062202
881,0.8052913
882,0.45682567
883,1.3555663
884,0.36352438
885,0.81459236
886,0.24310878
887,0.22947636
888,0.24394774
889,0.36556157
890,0.34151044
891,0.5459958
892,0.38393825
893,0.12559685
894,0.29101688
895,0.11576861
896,0.24366277
897,0.15639395
898,0.35371557
899,0.38823843
900,0.0807842
901,1.4986008
902,0.12759832
903,0.46701163
904,0.65225905
905,0.5366701
906,1.4907264
907,0.47626182
908,0.5508339
909,0.31376028
910,0.25332028
911,0.076732635
912,0.7258867
913,0.38197476
914,0.035932124
915,0.24564227
916,0.26229855
917,0.03255701
918,0.2194539
919,0.40982243
920,0.17178965
921,0.9010271
922,0.121929735
923,0.146108
924,0.317568
925,0.26368195
926,0.21954879
927,0.14646778
928,0.46282294
929,0.60768825
930,0.09644729
931,0.14198098
932,0.5678718
933,0.3081205
934,0.31388563
935,0.3980463
936,0.31320804
937,0.44755122
938,0.19998744
939,0.152818
940,0.10330948
941,0.3209428
942,0.16520527
943,0.77496004
944,0.22652203
945,0.02988416
946,0.100747645
947,0.16425714
948,0.23752105
949,0.21445873
950,0.37244073
951,0.046652287
952,0.04924503
953,0.52177566
954,0.30685443
955,0.22532046
956,0.6473392
957,0.05015081
958,1.0079957
959,0.70831716
960,0.4672714
961,0.08100045
962,0.44378093
963,0.05980602
964,0.5495356
965,0.6638852
966,0.28022897
967,0.42127076
968,0.10584909
969,0.20913348
970,0.06290454
971,0.1383088
972,0.08362764
973,0.17375323
974,0.119647115
975,0.051718146
976,0.110761106
977,1.2474053
978,0.46157765
979,1.2520151
980,0.30856085
981,0.2567413
982,0.68950117
983,0.037784815
984,0.0142484605
985,0.5838232
986,0.47068498
987,0.37854382
988,0.13232073
989,0.20097536
990,0.8900392
991,0.54119784
992,0.1815742
993,2.1230083
994,0.478659
995,0.32233167
996,0.08440593
997,0.5469817
998,0.19880798
999,0.1155611
1000,0.8176965
1001,0.29780936
1002,0.859004
1003,0.22154814
1004,0.12825006
1005,0.23466536
1006,0.06605637
1007,0.081668735
1008,0.5960308
1009,0.17516798
1010,0.088380754
1011,0.23392338
1012,0.637673
1013,1.4834197
1014,0.5130304
1015,0.6543496
1016,0.01671812
1017,0.03912127
1018,0.08737767
1019,0.6705272
1020,0.1961278
1021,0.5549452
1022,0.03362438
1023,0.10240513
1024,0.62364566
1025,0.063029766
1026,0.54829055
1027,0.48267913
1028,0.18915766
1029,0.11052182
1030,0.14024091
1031,1.0741218
1032,1.9464318
1033,0.18262562
1034,0.8123082
1035,0.11847669
1036,0.35326594
1037,1.7401385
1038,0.2986464
1039,0.34132546
1040,0.5040081
1041,0.25039265
1042,0.76141715
1043,0.11866242
1044,0.31515676
1045,0.111795515
1046,0.45469362
1047,0.35413754
1048,0.07731941
1049,0.48855054
1050,0.39876965
1051,0.44560426
1052,0.801786
1053,0.3634348
1054,0.3835164
1055,0.36182448
1056,0.35751766
1057,0.58646715
1058,0.09699029
1059,1.5130037
1060,0.22004
1061,0.47141898
1062,0.025667429
1063,0.22237876
1064,0.57251847
1065,0.15423393
1066,0.2638473
1067,0.3995367
1068,0.1285874
1069,0.27209055
1070,0.20636588
1071,0.06802496
1072,0.09146318
1073,0.25645155
1074,0.22719878
1075,0.24214438
1076,0.3187105
1077,3.4526184
1078,0.83734
1079,1.2981228
1080,0.07222691
1081,0.6586646
1082,0.07638314
1083,0.41645664
1084,0.15973347
1085,0.27617112
1086,0.10484794
1087,0.5728297
1088,0.64837617
1089,0.69792324
1090,2.329897
1091,0.67149055
1092,0.8315234
1093,0.13968161
1094,0.14441708
1095,0.115169555
1096,0.48479652
1097,0.31027824
1098,0.3763907
1099,0.4236347
1100,0.25449753
1101,0.22229019
1102,0.2402367
1103,0.68732476
1104,0.83033454
1105,0.15793633
1106,0.1908814
1107,0.41504425
1108,0.057525247
1109,0.7137014
1110,0.19745597
1111,0.032264262
1112,0.4263237
1113,0.121206164
1114,0.19013315
1115,0.06782526
1116,0.11470842
1117,0.019527525
1118,0.15118974
1119,0.1921989
1120,0.35577574
1121,0.14160523
1122,0.23473737
1123,0.09300634
1124,0.17869073
1125,0.1324617
1126,0.26233417
1127,0.11399743
1128,0.12516722
1129,0.10477382
1130,0.11163238
1131,0.3768695
1132,0.54435766
1133,0.091242164
1134,0.09910908
1135,0.14310679
1136,0.21519092
1137,0.9750065
1138,0.383169
1139,0.1343472
1140,0.2757617
1141,0.10527527
1142,0.7014315
1143,0.08437669
1144,0.14404762
1145,0.32787162
1146,0.1729874
1147,0.4725141
1148,0.116061926
1149,0.19382703
1150,0.15946037
1151,0.38692307
1152,0.022559106
1153,0.18387079
1154,0.46800137
1155,0.19602954
1156,0.17610109
1157,1.8778626
1158,2.174852
1159,0.2661692
1160,0.13659683
1161,0.31745076
1162,0.24744186
1163,0.080492795
1164,0.069785595
1165,0.47141898
1166,0.17684874
1167,0.49213937
1168,0.12165141
1169,0.3249449
1170,0.5708979
1171,0.2420586
1172,0.099251956
1173,0.05499977
1174,0.045396537
1175,0.046031
1176,0.046031
1177,0.105742335
1178,0.16675326
1179,0.11547232
1180,0.21893182
1181,0.29119188
1182,0.18248117
1183,0.1583806
1184,0.48569557
1185,0.13024455
1186,0.10000631
1187,0.47141898
1188,0.11553627
1189,1.4824924
1190,0.19506276
1191,0.022160083
1192,0.3963963
1193,0.92873
1194,0.7813548
1195,0.55574006
1196,0.21133777
1197,0.12918133
1198,0.12114984
1199,0.7658727
1200,0.4824068
1201,0.20304891
1202,0.03278795
1203,0.31280607
1204,0.37532353
1205,1.4385747
1206,0.1664145
1207,0.18383008
1208,0.072836995
1209,0.051610112
1210,0.21960089
1211,0.1252268
1212,1.8979472
1213,1.0119541
1214,0.24885899
1215,0.13405567
1216,0.28022295
1217,0.56565773
1218,0.26414943
1219,0.21149167
1220,0.08877286
1221,0.1485436
1222,0.119562805
1223,0.121199906
1224,0.17356479
1225,0.01573205
1226,0.13561082
1227,0.2000711
1228,0.43505082
1229,0.4019196
1230,0.3745373
1231,0.4210904
1232,0.37946758
1233,0.15998912
1234,0.18787774
1235,0.4313144
1236,0.47613603
1237,0.24092224
1238,0.2000711
1239,1.5874937
1240,0.15804115
1241,0.39464286
1242,0.21879423
1243,0.45213225
1244,0.16302997
1245,0.15550208
1246,0.9965255
1247,0.480401
1248,0.14505902
1249,0.22240657
1250,0.1870971
1251,0.05879131
1252,0.058213115
1253,0.23041949
1254,0.26897222
1255,0.1043244
1256,0.48098552
1257,0.11940539
1258,0.0781208
1259,0.44611686
1260,0.4358824
1261,0.22177002
1262,0.12487605
1263,0.042910844
1264,1.1827211
1265,0.39187306
1266,0.14022589
1267,0.9033615
1268,0.19305694
1269,0.24649832
1270,0.41711885
1271,0.18898863
1272,0.085124224
1273,0.23829862
1274,0.46910512
1275,0.1261495
1276,0.17572755
1277,0.46910512
1278,1.0255756
1279,0.3626383
1280,0.06582695
1281,0.13300246
1282,0.20916507
1283,0.117697954
1284,0.4080254
1285,0.22772178
1286,0.06755763
1287,0.45979947
1288,0.075435966
1289,0.22753471
1290,0.123802304
1291,0.6073553
1292,0.43348894
1293,0.21384001
1294,0.603949
1295,0.30724478
1296,0.18452442
1297,0.18905646
1298,0.7444657
1299,0.2375159
1300,0.24587327
1301,0.64151216
1302,0.2754549
1303,0.49511334
1304,0.7824446
1305,0.33185345
1306,0.102417886
1307,0.107167184
1308,0.30088067
1309,0.214479
1310,0.05725783
1311,0.110111415
1312,0.49697292
1313,0.24540207
1314,0.35334295
1315,0.08087763
1316,0.31997305
1317,0.09621289
1318,0.6074484
1319,0.19393003
1320,0.22589374
1321,0.13248026
1322,0.5085531
1323,0.18513665
1324,0.092853665
1325,0.35126823
1326,0.028533995
1327,0.13910413
1328,0.20806965
1329,0.09021276
1330,0.04528886
1331,0.6294311
1332,0.13087648
1333,2.0706453
1334,0.7573117
1335,0.48062107
1336,0.4152481
1337,0.30089927
1338,0.4254225
1339,0.18027616
1340,0.4626898
1341,0.4626898
1342,0.20663598
1343,0.08493343
1344,0.017028302
1345,0.022957057
1346,0.4626898
1347,0.13691899
1348,0.14030913
1349,0.39824066
1350,0.044005126
1351,0.14088097
1352,0.050520837
1353,0.18943298
1354,0.24575198
1355,0.8879229
1356,0.36586928
1357,0.09892115
1358,0.30452055
1359,0.4384041
1360,0.8745291
1361,0.6260402
1362,0.1806992
1363,0.18046382
1364,0.31652564
1365,0.16999656
1366,0.11944595
1367,0.17596549
1368,0.2053357
1369,0.38588807
1370,0.4007587
1371,0.040021777
1372,0.09849298
1373,0.18648261
1374,0.12552208
1375,0.22428983
1376,0.31635904
1377,0.05788684
1378,0.21812713
1379,0.20919222
1380,0.22322038
1381,0.13178396
1382,0.29267862
1383,0.36825308
1384,0.20254129
1385,0.85681796
1386,0.23656374
1387,0.10894096
1388,0.1869792
1389,0.27098298
1390,0.32212934
1391,0.25101012
1392,0.17970818
1393,0.0654521
1394,0.13917506
1395,0.1855329
1396,0.31126308
1397,0.30037618
1398,0.16932985
1399,0.16745982
1400,0.34418714
1401,0.34727082
1402,0.23848727
1403,0.8520009
1404,0.37532353
1405,0.06945649
1406,0.07267535
1407,0.010027051
1408,0.06110668
1409,0.08143175
1410,0.13893989
1411,0.079677045
1412,0.13629925
1413,0.28895795
1414,0.09450984
1415,0.028571397
1416,0.11116475
1417,0.47216403
1418,0.07745969
1419,0.22269827
1420,0.26277232
1421,0.30570924
1422,0.24969733
1423,0.18047851
1424,0.0687201
1425,0.07607916
1426,0.32914948
1427,0.19765696
1428,0.068798095
1429,0.10484162
1430,0.07296163
1431,0.120560884
1432,0.25089595
1433,0.09211227
1434,0.6485781
1435,0.107541025
1436,0.06427857
1437,0.12219885
1438,0.11517519
1439,0.08614859
1440,0.16755444
1441,0.10791963
1442,0.23159051
1443,0.15293387
1444,0.2000711
1445,0.09448105
1446,0.2000711
1447,0.37704992
1448,0.2374331
1449,0.41210175
1450,0.16954988
1451,0.61901325
1452,0.33886015
1453,0.11468524
1454,0.12622002
1455,0.18508744
1456,0.08662033
1457,0.09622729
1458,0.27386793
1459,1.1266842
1460,0.1691564
1461,0.16880739
1462,0.2225756
1463,0.35999283
1464,0.13064641
1465,0.1539084
1466,0.20718962
1467,0.5083903
1468,0.3882883
1469,0.1566068
1470,0.2171179
1471,0.28110236
1472,0.20958963
1473,0.14686441
1474,0.24194899
1475,0.376834
1476,0.16813293
1477,0.31782016
1478,0.1485343
1479,0.29456908
1480,0.21468636
1481,0.18721125
1482,0.7153157
1483,0.059714347
1484,0.0382154
1485,0.07997021
1486,0.2045744
1487,0.08969572
1488,0.08778378
1489,0.53322124
1490,0.534275
1491,0.1856345
1492,0.25194967
1493,0.05173996
1494,0.15205672
1495,0.050124854
1496,0.044822305
1497,2.2966628
1498,0.36268625
1499,0.087975115
1500,0.10322991
1501,0.04684776
1502,0.18629518
1503,0.19202077
1504,0.089737594
1505,0.11018506
1506,0.09652814
1507,0.091511816
1508,0.21201202
1509,0.29785627
1510,0.07141915
1511,0.12557638
1512,0.037958622
1513,0.063639164
1514,0.47650406
1515,0.8490572
1516,0.100716084
1517,0.10537931
1518,0.08411428
1519,0.15797874
1520,0.1286273
1521,0.47650406
1522,0.38377404
1523,0.12956905
1524,0.19147405
1525,0.40029338
1526,0.074551105
1527,0.14404643
1528,0.032946944
1529,0.18925682
1530,0.110902816
1531,0.81475264
1532,0.09996176
1533,0.14959115
1534,0.17739642
1535,0.20626506
1536,0.43885624
1537,0.06563136
1538,0.28184325
1539,0.13169673
1540,0.1663265
1541,0.1663265
1542,0.35441205
1543,0.18807572
1544,0.081644505
1545,0.0108096
1546,3.3834767
1547,0.06711653
1548,0.13957056
1549,0.10130435
1550,0.116533905
1551,0.32291466
1552,0.22929794
1553,0.065570116
1554,0.47735035
1555,0.26100448
1556,0.13164571
1557,0.14297539
1558,0.08845046
1559,0.014671594
1560,0.069417804
1561,0.16565737
1562,0.10088265
1563,0.3437495
1564,0.6015247
1565,0.15039253
1566,0.30928832
1567,0.10031471
1568,0.124926
1569,0.03818655
1570,0.23097426
1571,0.35889757
1572,0.10493025
1573,0.3763907
1574,0.37708172
1575,0.20854723
1576,0.357108
1577,0.034826875
1578,0.093230546
1579,0.022767156
1580,0.01098004
1581,0.08300987
1582,0.6788175
1583,0.18087414
1584,0.223263
1585,0.013881147
1586,0.009787619
1587,0.5254048
1588,0.006056756
1589,0.058700502
1590,0.06448069
1591,0.013907075
1592,0.1703842
1593,0.07568562
1594,0.097316414
1595,0.10143101
1596,0.05799195
1597,0.17978644
1598,0.28148165
1599,0.15585765
1600,0.057222575
1601,0.04465258
1602,0.13872135
1603,0.3967268
1604,0.6617059
1605,0.03208396
1606,0.05727929
1607,0.058339715
1608,0.5388493
1609,0.12014708
1610,0.06079188
1611,0.2000711
1612,0.14398843
1613,0.39635348
1614,0.16596466
1615,0.39072812
1616,0.014195889
1617,0.01369828
1618,0.45466667
1619,0.033951133
1620,0.020608753
1621,0.57644683
1622,0.07653764
1623,0.019891322
1624,0.016598463
1625,0.05799195
1626,0.6691803
1627,0.5068503
1628,0.028193235
1629,0.37719783
1630,0.06297448
1631,0.3317511
1632,0.033219635
1633,0.058327764
1634,0.051082253
1635,0.031409502
1636,0.009878367
1637,0.0208202
1638,0.08482909
1639,4.856978
1640,0.08545786
1641,0.05799195
1642,0.07437974
1643,0.062470555
1644,0.08121312
1645,0.10678068
1646,0.071321845
1647,0.3196637
1648,0.16613993
1649,0.039579302
1650,0.058571845
1651,0.09347284
1652,0.18693775
1653,0.47735748
1654,0.59716696
1655,0.30822843
1656,0.25869995
1657,0.30206096
1658,0.16065758
1659,0.20917124
1660,0.12873754
1661,0.026819706
1662,0.2112082
1663,0.19559544
1664,1.0561059
1665,0.09294847
1666,0.07365388
1667,0.21701393
1668,0.5545913
1669,0.08233675
1670,0.1244221
